,author,title,sentence,sentence_nr,words,kind
18583,"Tagore, Rabindranath",The Home and the World,He says we must get rid of the idea that the money belongs to the one in whose box it happens to be if we cannot where is the magic of   Bande Mataram  ,13112,Tara,person
18584,"Tagore, Rabindranath",The Home and the World,Amulya gathered enthusiasm as he talked on,13113,Amulya,person
18595,"Tagore, Rabindranath",The Home and the World,When I hear Sandips words uttered by this boy I tremble all over,13123,Sandip,person
18599,"Tagore, Rabindranath",The Home and the World,They play with a snake not knowing its nature and when we see them smilingly trustfully putting their hands within reach of its fangs then we understand how terribly dangerous the snake is,13126,Dan Dravot,person
18600,"Tagore, Rabindranath",The Home and the World,Sandip is right when he suspects that though I for myself may be ready to die at his hands this boy I shall wean from him and save,13127,Sandip,person
18605,"Tagore, Rabindranath",The Home and the World,Of course it is  said Amulya proudly,13130,Amulya,person
18609,"Tagore, Rabindranath",The Home and the World,Do you know we always insist on Sandip Babu travelling First Class,13133,Babu,person
18610,"Tagore, Rabindranath",The Home and the World,Do you know we always insist on Sandip Babu travelling First Class,13133,Sandip,person
18611,"Tagore, Rabindranath",The Home and the World,Do you know we always insist on Sandip Babu travelling First Class,13133,Sandip,person
18615,"Tagore, Rabindranath",The Home and the World,The greatest weapon of those who rule the world Sandip Babu has told us is the hypnotism of their display,13135,Babu,person
18616,"Tagore, Rabindranath",The Home and the World,The greatest weapon of those who rule the world Sandip Babu has told us is the hypnotism of their display,13135,Sandip,person
18617,"Tagore, Rabindranath",The Home and the World,The greatest weapon of those who rule the world Sandip Babu has told us is the hypnotism of their display,13135,Sandip,person
18620,"Tagore, Rabindranath",The Home and the World,At this point Sandip noiselessly entered the room,13137,Sandip,person
18624,"Tagore, Rabindranath",The Home and the World,Yes weve quite finished said Amulya apologetically,13140,Amulya,person
18626,"Tagore, Rabindranath",The Home and the World,No Amulya I said we have not quite finished,13142,Amulya,person
18627,"Tagore, Rabindranath",The Home and the World,So exit Sandip for the second time I suppose  said Sandip,13143,Sandip,person
18631,"Tagore, Rabindranath",The Home and the World,And as to Sandips reentry,13145,Sandip,person
18635,"Tagore, Rabindranath",The Home and the World,I see  said Sandip as his eyes flashed,13148,Sandip,person
18639,"Tagore, Rabindranath",The Home and the World,Where the strong man shows weakness there the weaker sex cannot help beating her drums of victory,13151,Father Victor,person
18643,"Tagore, Rabindranath",The Home and the World,Sandip went away looking black,13153,Sandip,person
18645,"Tagore, Rabindranath",The Home and the World,Amulya was greatly perturbed,13154,Amulya,person
18646,"Tagore, Rabindranath",The Home and the World,Sister Rani he pleaded Sandip Babu is annoyed,13155,Babu,person
18647,"Tagore, Rabindranath",The Home and the World,Sister Rani he pleaded Sandip Babu is annoyed,13155,Sandip,person
18648,"Tagore, Rabindranath",The Home and the World,Sister Rani he pleaded Sandip Babu is annoyed,13155,Sandip,person
18649,"Tagore, Rabindranath",The Home and the World,Sister Rani he pleaded Sandip Babu is annoyed,13155,Sister Rani,person
18652,"Tagore, Rabindranath",The Home and the World,Let me caution you about one thing Amulya,13157,Amulya,person
18653,"Tagore, Rabindranath",The Home and the World,Say nothing to Sandip Babu about the sale of my jewelson your life,13158,Babu,person
18654,"Tagore, Rabindranath",The Home and the World,Say nothing to Sandip Babu about the sale of my jewelson your life,13158,Sandip,person
18655,"Tagore, Rabindranath",The Home and the World,Say nothing to Sandip Babu about the sale of my jewelson your life,13158,Sandip,person
18660,"Tagore, Rabindranath",The Home and the World,Amulya and I left the room together,13162,Amulya,person
18661,"Tagore, Rabindranath",The Home and the World,As we came out on the verandah Sandip was standing there,13163,Sandip,person
18663,"Tagore, Rabindranath",The Home and the World,I could see he was waiting to waylay Amulya,13164,Amulya,person
18665,"Tagore, Rabindranath",The Home and the World,What is it you wanted to tell me Sandip Babu,13166,Babu,person
18666,"Tagore, Rabindranath",The Home and the World,What is it you wanted to tell me Sandip Babu,13166,Sandip,person
18667,"Tagore, Rabindranath",The Home and the World,What is it you wanted to tell me Sandip Babu,13166,Sandip,person
18673,"Tagore, Rabindranath",The Home and the World,By this time Amulya had left,13171,Amulya,person
18674,"Tagore, Rabindranath",The Home and the World,As we entered the room Sandip asked What was that box Amulya carried away,13172,Sandip,person
18675,"Tagore, Rabindranath",The Home and the World,As we entered the room Sandip asked What was that box Amulya carried away,13172,Amulya,person
18680,"Tagore, Rabindranath",The Home and the World,So you think Amulya will not tell me  No he will not,13176,Amulya,person
18681,"Tagore, Rabindranath",The Home and the World,Sandip could not conceal his anger any longer,13177,Sandip,person
18685,"Tagore, Rabindranath",The Home and the World,Amulya there would die a happy death if I deigned to trample him under foot,13180,Amulya,person
18688,"Tagore, Rabindranath",The Home and the World,At last Sandip has realized that he is weak before me,13182,Sandip,person
18697,"Tagore, Rabindranath",The Home and the World,Amidst all my degradation this bit of dignity must remain to me  I know said Sandip after a pause it was your jewelcase,13190,Sandip,person
18700,"Tagore, Rabindranath",The Home and the World,So you trust Amulya more than you trust me,13192,Amulya,person
18701,"Tagore, Rabindranath",The Home and the World,Do you know that the boy is the shadow of my shadow the echo of my echothat he is nothing if I am not at his side  Where he is not your echo he is himself Amulya,13193,Amulya,person
18708,"Tagore, Rabindranath",The Home and the World,The moment I had stolen my husbands money and paid it to Sandip the music that was in our relations stopped,13200,Sandip,person
18713,"Tagore, Rabindranath",The Home and the World,Not only did I destroy all my own value by making myself cheap but Sandips powers too lost scope for their full play,13201,Sandip,person
18716,"Tagore, Rabindranath",The Home and the World,You cannot employ your marksmanship against a thing which is right in your grasp,13202,Mark,person
18717,"Tagore, Rabindranath",The Home and the World,So Sandip has lost his aspect of the hero a tone of low quarrelsomeness has come into his words,13203,Sandip,person
18720,"Tagore, Rabindranath",The Home and the World,Sandip kept his brilliant eyes fixed full on my face till they seemed to blaze with all the thirst of the midday sky,13204,Sandip,person
18725,"Tagore, Rabindranath",The Home and the World,From Sandips dry throat there came a muffled cry Whither would you flee Queen,13208,Sandip,person
18730,"Tagore, Rabindranath",The Home and the World,As my husband entered the room Sandip exclaimed I say Nikhil dont you keep Browning among your books here,13212,Nikhil,person
18731,"Tagore, Rabindranath",The Home and the World,As my husband entered the room Sandip exclaimed I say Nikhil dont you keep Browning among your books here,13212,Sandip,person
18739,"Tagore, Rabindranath",The Home and the World,  I managed to get together the words to render it into Bengali somehow but the result was hardly likely to be a joy forever to the people of Bengal,13217,Bengal,location
18745,"Tagore, Rabindranath",The Home and the World,Nikhil has ceased to read poetry since his marriageperhaps he has no further need for it,13222,Nikhil,person
18748,"Tagore, Rabindranath",The Home and the World,I have come to give you a warning Sandip said my husband,13224,Sandip,person
18752,"Tagore, Rabindranath",The Home and the World,For some time he continued Mahomedan preachers have been about stirring up the local Mussulmans,13227,Dan Dravot,person
18758,"Tagore, Rabindranath",The Home and the World,Do you know that your weakness is weakening your neighbouring   zamindars   also  I did not offer you my advice Sandip,13232,Sandip,person
18767,"Tagore, Rabindranath",The Home and the World,In the name of those fears I tell you Sandip you must go,13240,Sandip,person
18769,"Tagore, Rabindranath",The Home and the World,In five days I shall be starting for Calcutta,13241,Calcutta,location
18774,"Tagore, Rabindranath",The Home and the World,e Ah  you poet of modern Bengal,13246,Bengal,location
18781,"Tagore, Rabindranath",The Home and the World,With this Sandip struck up in a deep husky voice which threatened to be out of tune a song in the Bhairavi mode     In the springtime of your kingdom my Queen   Meetings and partings chase each other in their endless hide     and seek   And flowers blossom in the wake of those that droop and die in     the shade,13249,Sandip,person
18791,"Tagore, Rabindranath",The Home and the World,As I was passing along the verandah towards the inner apartments Amulya suddenly made his appearance and came and stood before me,13255,Amulya,person
18793,"Tagore, Rabindranath",The Home and the World,Fear nothing Sister Rani he said,13256,Sister Rani,person
18797,"Tagore, Rabindranath",The Home and the World,Amulya said I looking straight into his earnest youthful face I fear nothing for myself but may I never cease to fear for you,13258,Amulya,person
18798,"Tagore, Rabindranath",The Home and the World,Amulya turned to go but before he was out of sight I called him back and asked Have you a mother Amulya  I have,13259,Amulya,person
18801,"Tagore, Rabindranath",The Home and the World,Then go back to your mother Amulya,13262,Amulya,person
18802,"Tagore, Rabindranath",The Home and the World,But Sister Rani I have now both mother and sister,13263,Sister Rani,person
18803,"Tagore, Rabindranath",The Home and the World,Then Amulya before you leave tonight come and have your dinner here,13264,Amulya,person
18806,"Tagore, Rabindranath",The Home and the World,What do you specially like Amulya If I had been with my mother I should have had lots of Poush cakes,13267,Amulya,person
18807,"Tagore, Rabindranath",The Home and the World,Make some for me with your own hands Sister Rani    25,13268,Sister Rani,person
18809,"Tagore, Rabindranath",The Home and the World,The story of his devotion to his elder brother Rama and his brothers wife Sita has become a byword,13270,Sita,person
18810,"Tagore, Rabindranath",The Home and the World,Chapter Ten  Nikhils Story  XII    I LEARNT from my master that Sandip had joined forces with Harish Kundu and there was to be a grand celebration of the worship of the demondestroying Goddess,13271,Nikhil,person
18811,"Tagore, Rabindranath",The Home and the World,Chapter Ten  Nikhils Story  XII    I LEARNT from my master that Sandip had joined forces with Harish Kundu and there was to be a grand celebration of the worship of the demondestroying Goddess,13271,Sandip,person
18816,"Tagore, Rabindranath",The Home and the World,My master has just had a passage at arms with Sandip over this,13274,Sandip,person
18818,"Tagore, Rabindranath",The Home and the World,Evolution is at work amongst the gods as well says Sandip,13275,Sandip,person
18823,"Tagore, Rabindranath",The Home and the World,I have seen from our boyhood what a juggler with ideas is Sandip,13279,Sandip,person
18827,"Tagore, Rabindranath",The Home and the World,Had he been born in the wilds of Africa he would have spent a glorious time inventing argument after argument to prove that cannibalism is the best means of promoting true communion between man and man,13281,Africa,location
18828,"Tagore, Rabindranath",The Home and the World,But those who deal in delusion end by deluding themselves and I fully believe that each time Sandip creates a new fallacy he persuades himself that he has found the truth however contradictory his creations may be to one another,13282,Sandip,person
18834,"Tagore, Rabindranath",The Home and the World,I had to tell Sandip in Bimalas presence that he must go,13286,Sandip,person
18835,"Tagore, Rabindranath",The Home and the World,I had to tell Sandip in Bimalas presence that he must go,13286,Bimala,person
18841,"Tagore, Rabindranath",The Home and the World,Let even Bimala misunderstand me   A number of Mahomedan preachers are being sent over from Dacca,13289,Dan Dravot,person
18842,"Tagore, Rabindranath",The Home and the World,Let even Bimala misunderstand me   A number of Mahomedan preachers are being sent over from Dacca,13289,Bimala,person
18846,"Tagore, Rabindranath",The Home and the World,The Mussulmans in my territory had come to have almost as much of an aversion to the killing of cows as the Hindus,13290,Hindus,person
18870,"Tagore, Rabindranath",The Home and the World,And therefore so long as we dance frantic dances on our temple pavements smeared with their blood their severed heads carried on our shoulders religion will only laugh at us if we quarrel with Mussulmans in her name and nothing but the quarrel itself will remain true,13313,Dan Dravot,person
18920,"Tagore, Rabindranath",The Home and the World,The Chota Rani has got rid of all her fears by dint of the Englishwomans teaching but as for me I had to send for the priest to avert the omen before I could get any peace of mind,13354,Chota Rani,person
18921,"Tagore, Rabindranath",The Home and the World,For my sake dear do get away to Calcutta,13355,Calcutta,location
18927,"Tagore, Rabindranath",The Home and the World,It is not the moneybut who knows  To calm her I promised to remove the money to the treasury at once and then get it away to Calcutta with the first escort going,13361,Calcutta,location
18931,"Tagore, Rabindranath",The Home and the World,When I knocked Bimala called out I am dressing,13364,Bimala,person
18934,"Tagore, Rabindranath",The Home and the World,I wonder at the Chota Rani exclaimed my sisterinlaw dressing so early in the day,13365,Chota Rani,person
18935,"Tagore, Rabindranath",The Home and the World,One of their   Bande Mataram   meetings I suppose,13366,Tara,person
18937,"Tagore, Rabindranath",The Home and the World,Robber Queen  she called out in jest to Bimala,13367,Bimala,person
18987,"Tagore, Rabindranath",The Home and the World,Take Bimala away to Calcutta,13413,Calcutta,location
18988,"Tagore, Rabindranath",The Home and the World,Take Bimala away to Calcutta,13413,Bimala,person
18998,"Tagore, Rabindranath",The Home and the World,I tell you Nikhil mans history has to be built by the united effort of all the races in the world and therefore this selling of conscience for political reasonsthis making a fetish of ones country wont do,13418,Nikhil,person
19000,"Tagore, Rabindranath",The Home and the World,I know that Europe does not at heart admit this but there she has not the right to pose as our teacher,13419,Europe,location
19004,"Tagore, Rabindranath",The Home and the World,Here in this land of India amid the mocking laughter of Satan piercing the sky may the feeling for this truth become real,13421,India,location
19017,"Tagore, Rabindranath",The Home and the World,For some days Bimala had her bed in another room adjoining mine,13432,Bimala,person
19028,"Tagore, Rabindranath",The Home and the World,I sat down on the ground near Bimala and placed my hand on her head,13441,Bimala,person
19034,"Tagore, Rabindranath",The Home and the World,Bimalas Story  XVIII    Amulya is due to return from Calcutta this morning,13445,Calcutta,location
19035,"Tagore, Rabindranath",The Home and the World,Bimalas Story  XVIII    Amulya is due to return from Calcutta this morning,13445,Bimala,person
19037,"Tagore, Rabindranath",The Home and the World,Bimalas Story  XVIII    Amulya is due to return from Calcutta this morning,13445,Amulya,person
19044,"Tagore, Rabindranath",The Home and the World,So helpless are we women we needs must place on others the burden of our danger,13450,Dan Dravot,person
19046,"Tagore, Rabindranath",The Home and the World,I had said with pride that I would save Amulyaas if she who was drowning could save others,13452,Amulya,person
19057,"Tagore, Rabindranath",The Home and the World,I could not get rid of the idea that Amulya was in trouble that he had fallen into the clutches of the police,13460,Amulya,person
19066,"Tagore, Rabindranath",The Home and the World,She was in the verandah spicing her betel leaves Thako at her side,13469,Thako,person
19069,"Tagore, Rabindranath",The Home and the World,The sight of Thako made me shrink back for a moment but I overcame all hesitation and making a low obeisance I took the dust of my elder sisterinlaws feet,13470,Thako,person
19070,"Tagore, Rabindranath",The Home and the World,The sight of Thako made me shrink back for a moment but I overcame all hesitation and making a low obeisance I took the dust of my elder sisterinlaws feet,13470,Sita,person
19071,"Tagore, Rabindranath",The Home and the World,Bless my soul Chota Rani she exclaimed what has come upon you,13471,Chota Rani,person
19083,"Tagore, Rabindranath",The Home and the World,I went again to the sittingroom to find Sandip there,13483,Sandip,person
19088,"Tagore, Rabindranath",The Home and the World,Sandip smiled,13487,Sandip,person
19090,"Tagore, Rabindranath",The Home and the World,Since Amulya is not here he remarked I should think my turn had come for a special talk,13488,Mark,person
19091,"Tagore, Rabindranath",The Home and the World,Since Amulya is not here he remarked I should think my turn had come for a special talk,13488,Amulya,person
19097,"Tagore, Rabindranath",The Home and the World,I Sandip am always alone even when surrounded by thousands,13494,Sandip,person
19101,"Tagore, Rabindranath",The Home and the World,This morning I am   Waiting for Amulya,13496,Amulya,person
19102,"Tagore, Rabindranath",The Home and the World,I turned to leave the room for sheer vexation when Sandip drew out from the folds of his cloak that jewelcasket of mine and banged it down on the marble table,13497,Sandip,person
19105,"Tagore, Rabindranath",The Home and the World,Has not Amulya gone then,13499,Amulya,person
19107,"Tagore, Rabindranath",The Home and the World,Gone where  To Calcutta,13501,Calcutta,location
19109,"Tagore, Rabindranath",The Home and the World,No chuckled Sandip,13502,Sandip,person
19114,"Tagore, Rabindranath",The Home and the World,he thief if only Amulya be safe,13506,Amulya,person
19115,"Tagore, Rabindranath",The Home and the World,The change in my countenance roused Sandips scorn,13507,Sandip,person
19123,"Tagore, Rabindranath",The Home and the World,It was clear to me I must show Sandip I did not care a rap about these jewels,13514,Sandip,person
19126,"Tagore, Rabindranath",The Home and the World,My greed today embraces the wealth of all Bengal replied Sandip,13516,Sandip,person
19128,"Tagore, Rabindranath",The Home and the World,My greed today embraces the wealth of all Bengal replied Sandip,13516,Bengal,location
19132,"Tagore, Rabindranath",The Home and the World,As Sandip took up and replaced the casket under his cloak Amulya rushed in,13520,Sandip,person
19133,"Tagore, Rabindranath",The Home and the World,As Sandip took up and replaced the casket under his cloak Amulya rushed in,13520,Amulya,person
19137,"Tagore, Rabindranath",The Home and the World,My box  he cried as he went straight up to Sandip without a glance at me  Have you taken that jewelbox from my trunk  Your jewelbox,13523,Sandip,person
19139,"Tagore, Rabindranath",The Home and the World,mocked Sandip,13524,Sandip,person
19142,"Tagore, Rabindranath",The Home and the World,Sandip burst out into a laugh,13526,Sandip,person
19144,"Tagore, Rabindranath",The Home and the World,Your distinctions between mine and yours are getting rather thin Amulya he cried,13527,Amulya,person
19146,"Tagore, Rabindranath",The Home and the World,Amulya sank on a chair with his face in his hands,13529,Amulya,person
19147,"Tagore, Rabindranath",The Home and the World,I went up to him and placing my hand on his head asked him What is your trouble Amulya,13530,Amulya,person
19148,"Tagore, Rabindranath",The Home and the World,He stood straight up as he replied I had set my heart Sister Rani on returning your jewels to you with my own hand,13531,Sister Rani,person
19149,"Tagore, Rabindranath",The Home and the World,Sandip Babu knew this but he forestalled me  What do I care for my jewels,13532,Babu,person
19150,"Tagore, Rabindranath",The Home and the World,Sandip Babu knew this but he forestalled me  What do I care for my jewels,13532,Sandip,person
19151,"Tagore, Rabindranath",The Home and the World,Sandip Babu knew this but he forestalled me  What do I care for my jewels,13532,Sandip,person
19158,"Tagore, Rabindranath",The Home and the World,The jewels are mine said Sandip,13538,Sandip,person
19160,"Tagore, Rabindranath",The Home and the World,Insignia bestowed on me by my Queen  No no no broke out Amulya wildly,13539,Amulya,person
19161,"Tagore, Rabindranath",The Home and the World,Never Sister Rani,13540,Sister Rani,person
19164,"Tagore, Rabindranath",The Home and the World,Amulya glared at Sandip like a beast of prey as he growled Look here Sandip Babu you know that even hanging has no terrors for me,13543,Babu,person
19165,"Tagore, Rabindranath",The Home and the World,Amulya glared at Sandip like a beast of prey as he growled Look here Sandip Babu you know that even hanging has no terrors for me,13543,Sandip,person
19166,"Tagore, Rabindranath",The Home and the World,Amulya glared at Sandip like a beast of prey as he growled Look here Sandip Babu you know that even hanging has no terrors for me,13543,Sandip,person
19167,"Tagore, Rabindranath",The Home and the World,Amulya glared at Sandip like a beast of prey as he growled Look here Sandip Babu you know that even hanging has no terrors for me,13543,Amulya,person
19169,"Tagore, Rabindranath",The Home and the World,If you dare take away that box of jewels   With an attempt at a sarcastic laugh Sandip said You also ought to know by this time Amulya that I am not the man to be afraid of you  Queen Bee he went on turning to me I did not come here today to take these jewels I came to give them to you,13544,Sandip,person
19171,"Tagore, Rabindranath",The Home and the World,If you dare take away that box of jewels   With an attempt at a sarcastic laugh Sandip said You also ought to know by this time Amulya that I am not the man to be afraid of you  Queen Bee he went on turning to me I did not come here today to take these jewels I came to give them to you,13544,Amulya,person
19173,"Tagore, Rabindranath",The Home and the World,You would have done wrong to take my gift at Amulyas hands,13545,Amulya,person
19181,"Tagore, Rabindranath",The Home and the World,Amulya he continued I have sent on your trunks and things to your lodgings,13553,Amulya,person
19183,"Tagore, Rabindranath",The Home and the World,With this parting shot Sandip flung out of the room,13555,Sandip,person
19185,"Tagore, Rabindranath",The Home and the World,XIX    I have had no peace of mind Amulya I said to him ever since I sent you off to sell my jewels,13556,Amulya,person
19186,"Tagore, Rabindranath",The Home and the World,Why Sister Rani  I was afraid lest you should get into trouble with them lest they should suspect you for a thief,13557,Sister Rani,person
19190,"Tagore, Rabindranath",The Home and the World,Amulya produced a small bundle and said But sister I have got the six thousand,13560,Amulya,person
19194,"Tagore, Rabindranath",The Home and the World,Tell me truly Amulya swear by me where did you get this money,13563,Amulya,person
19197,"Tagore, Rabindranath",The Home and the World,What terrible thing have you done Amulya,13566,Amulya,person
19206,"Tagore, Rabindranath",The Home and the World,Take it away Amulya I implored,13574,Amulya,person
19211,"Tagore, Rabindranath",The Home and the World,Even Sandip has not been able to harm you as I have done,13578,Sandip,person
19213,"Tagore, Rabindranath",The Home and the World,Sandips name seemed to stab him,13579,Sandip,person
19215,"Tagore, Rabindranath",The Home and the World,Sandip  he cried,13580,Sandip,person
19222,"Tagore, Rabindranath",The Home and the World,Amulya my boy dont you look at these with your fleshly eye they are Lakshmis smile the gracious radiance of Indras queen,13586,Amulya,person
19224,"Tagore, Rabindranath",The Home and the World,I am sure Amulya he was telling us lies,13588,Amulya,person
19232,"Tagore, Rabindranath",The Home and the World,That very night I came to Sandip and said We are now safe,13595,Sandip,person
19239,"Tagore, Rabindranath",The Home and the World,Say   Bande Mataram   and exorcize the evil spirit  You know Sister Rani the power of Sandips magic,13599,Sandip,person
19240,"Tagore, Rabindranath",The Home and the World,Say   Bande Mataram   and exorcize the evil spirit  You know Sister Rani the power of Sandips magic,13599,Sister Rani,person
19242,"Tagore, Rabindranath",The Home and the World,Say   Bande Mataram   and exorcize the evil spirit  You know Sister Rani the power of Sandips magic,13599,Tara,person
19244,"Tagore, Rabindranath",The Home and the World,And I spent the whole dark night on the bathingsteps of the lake muttering   Bande Mataram  ,13601,Tara,person
19245,"Tagore, Rabindranath",The Home and the World,Then when you gave me your jewels to sell I went again to Sandip,13602,Sandip,person
19263,"Tagore, Rabindranath",The Home and the World,But more remains to be done Amulya,13619,Amulya,person
19267,"Tagore, Rabindranath",The Home and the World,Can you not do it dear  With your blessing everything is possible Sister Rani  Remember it will not be your expiation alone but mine also,13623,Sister Rani,person
19271,"Tagore, Rabindranath",The Home and the World,It attracted me because of its dangers and difficulties,13627,Dan Dravot,person
19272,"Tagore, Rabindranath",The Home and the World,Now that your path calls me let it be a thousand times more difficult and dangerous the dust of your feet will help me to win through,13628,Dan Dravot,person
19284,"Tagore, Rabindranath",The Home and the World,Chapter Eleven  Bimalas Story  XX    WITH Amulyas departure my heart sank within me,13640,Bimala,person
19286,"Tagore, Rabindranath",The Home and the World,Chapter Eleven  Bimalas Story  XX    WITH Amulyas departure my heart sank within me,13640,Amulya,person
19292,"Tagore, Rabindranath",The Home and the World,I called him backAmulya  My voice sounded so feebly it failed to reach him,13645,Amulya,person
19293,"Tagore, Rabindranath",The Home and the World,I went up to the door and called again Amulya,13646,Amulya,person
19296,"Tagore, Rabindranath",The Home and the World,Rani Mother  Go and tell Amulya Babu that I want him,13649,Babu,person
19297,"Tagore, Rabindranath",The Home and the World,Rani Mother  Go and tell Amulya Babu that I want him,13649,Amulya,person
19298,"Tagore, Rabindranath",The Home and the World,What exactly happened I could not make outthe man perhaps was not familiar with Amulyas namebut he returned almost at once followed by Sandip,13650,Sandip,person
19299,"Tagore, Rabindranath",The Home and the World,What exactly happened I could not make outthe man perhaps was not familiar with Amulyas namebut he returned almost at once followed by Sandip,13650,Amulya,person
19307,"Tagore, Rabindranath",The Home and the World,All the fights in the world Queen Bee Sandip rambled on are really fights between,13657,Sandip,person
19314,"Tagore, Rabindranath",The Home and the World,You are the only one in the world who has been able to turn Sandip out and call Sandip back at your sweet will,13662,Sandip,person
19321,"Tagore, Rabindranath",The Home and the World,Sandip must have felt the shadow of approaching defeat and this made him try to gain time by chattering away without waiting for a reply,13668,Sandip,person
19323,"Tagore, Rabindranath",The Home and the World,I believe he knew that I had sent the messenger for Amulya whose name the man must have mentioned,13669,Amulya,person
19325,"Tagore, Rabindranath",The Home and the World,He was now trying to avoid giving me any opening to tell him that it was Amulya I wanted not him,13671,Amulya,person
19329,"Tagore, Rabindranath",The Home and the World,Sandip Babu I said I wonder how you can go on making these endless speeches without a stop,13674,Babu,person
19331,"Tagore, Rabindranath",The Home and the World,Sandip Babu I said I wonder how you can go on making these endless speeches without a stop,13674,Sandip,person
19332,"Tagore, Rabindranath",The Home and the World,Sandip Babu I said I wonder how you can go on making these endless speeches without a stop,13674,Sandip,person
19334,"Tagore, Rabindranath",The Home and the World,Do you get them up by heart beforehand  Sandips face flushed instantly,13675,Sandip,person
19337,"Tagore, Rabindranath",The Home and the World,Have you also a book  Sandip ground out his reply through his teeth,13677,Sandip,person
19339,"Tagore, Rabindranath",The Home and the World,God has given you women a plentiful supply of coquetry to start with and on the top of that you have the milliner and the jeweller to help you but do not think we men are so helpless   You had better go back and look up your book Sandip Babu,13678,Babu,person
19340,"Tagore, Rabindranath",The Home and the World,God has given you women a plentiful supply of coquetry to start with and on the top of that you have the milliner and the jeweller to help you but do not think we men are so helpless   You had better go back and look up your book Sandip Babu,13678,Sandip,person
19341,"Tagore, Rabindranath",The Home and the World,God has given you women a plentiful supply of coquetry to start with and on the top of that you have the milliner and the jeweller to help you but do not think we men are so helpless   You had better go back and look up your book Sandip Babu,13678,Sandip,person
19346,"Tagore, Rabindranath",The Home and the World,You  shouted Sandip losing all control over himself,13681,Sandip,person
19351,"Tagore, Rabindranath",The Home and the World,Sandip the wielder of magic spells is reduced to utter powerlessness whenever his spell refuses to work,13685,Sandip,person
19361,"Tagore, Rabindranath",The Home and the World,Sandip had not the elasticity to recover himself in a moment as he used to do before,13693,Sandip,person
19367,"Tagore, Rabindranath",The Home and the World,Finding us both silent and constrained my husband hesitated a little and then took a chair,13698,Sita,person
19370,"Tagore, Rabindranath",The Home and the World,Sandip he said I have been looking for you and was told you were here,13699,Sandip,person
19372,"Tagore, Rabindranath",The Home and the World,I am here said Sandip with some emphasis,13700,Sandip,person
19376,"Tagore, Rabindranath",The Home and the World,I am going to Calcutta tomorrow,13703,Calcutta,location
19379,"Tagore, Rabindranath",The Home and the World,Do you take me for one of your retinue  Oh very well take it that you are going to Calcutta and that I am your follower,13706,Calcutta,location
19387,"Tagore, Rabindranath",The Home and the World,But the world is not divided between Calcutta and your estates,13714,Calcutta,location
19389,"Tagore, Rabindranath",The Home and the World,Sandip stood up,13716,Sandip,person
19398,"Tagore, Rabindranath",The Home and the World,It is no longer   Bande Mataram   Hail Mother but Hail Beloved Hail Enchantress,13724,Tara,person
19400,"Tagore, Rabindranath",The Home and the World,You have made the anklet sounds of the dance of death tinkle in my heart,13726,Dan Dravot,person
19401,"Tagore, Rabindranath",The Home and the World,You have changed for me your devotee the picture I had of this Bengal of oursthe soft breezecooled land of pure water and sweet fruit 27 You have no pity my beloved,13727,Bengal,location
19407,"Tagore, Rabindranath",The Home and the World,O love my love I could set fire to all the world outside this land on which you have set your dainty feet and dance in mad revel over the ashes ,13733,Dan Dravot,person
19424,"Tagore, Rabindranath",The Home and the World,Only a few minutes ago I had thought that Sandip whom I had once taken to be a hero was only the stage hero of melodrama,13750,Sandip,person
19429,"Tagore, Rabindranath",The Home and the World,There is much in Sandip that is coarse that is sensuous that is false much that is overlaid with layer after layer of fleshly covering,13753,Sandip,person
19436,"Tagore, Rabindranath",The Home and the World,Shiva is the Lord of Chaos,13757,Lord,person
19440,"Tagore, Rabindranath",The Home and the World,One recoils from Sandip in his terrible aspect of Chaosthe other feels that very vision to be sweetly alluring,13761,Sandip,person
19445,"Tagore, Rabindranath",The Home and the World,Sandip is just such a force of destruction,13763,Sandip,person
19449,"Tagore, Rabindranath",The Home and the World,From some realm of calamity has Sandip come as its messenger and as he stalks the land muttering unholy incantations to him flock all the boys and youths,13765,Sandip,person
19455,"Tagore, Rabindranath",The Home and the World,Intoxication masquerades in heavenly garb and dances before the pilgrims saying Fools you are that pursue the fruitless path of renunciation,13770,Dan Dravot,person
19460,"Tagore, Rabindranath",The Home and the World,After a pause Sandip addressed me again Goddess the time has come for me to leave you,13774,Sandip,person
19482,"Tagore, Rabindranath",The Home and the World,Sandip left the room,13791,Sandip,person
19485,"Tagore, Rabindranath",The Home and the World,Quotation from the National song  Bande Mataram  ,13793,Tara,person
19488,"Tagore, Rabindranath",The Home and the World,XXI    I had just sat down to make some cakes for Amulya when the Bara Rani came upon the scene,13796,Amulya,person
19501,"Tagore, Rabindranath",The Home and the World,I wanted to send for Amulya at once and tell him that he need only hand over those notes to my husband and leave the explanations to me,13808,Amulya,person
19509,"Tagore, Rabindranath",The Home and the World,Well Im off said the Bara Rani after a prolonged stare at me  I must see Brother Nikhil and get something done about sending off my money to Calcutta before its too late,13816,Calcutta,location
19510,"Tagore, Rabindranath",The Home and the World,Well Im off said the Bara Rani after a prolonged stare at me  I must see Brother Nikhil and get something done about sending off my money to Calcutta before its too late,13816,Nikhil,person
19522,"Tagore, Rabindranath",The Home and the World,One of their   Bande Mataram   meetings is on I suppose,13824,Tara,person
19538,"Tagore, Rabindranath",The Home and the World,I was about to summon a servant to send after Amulya when one of the men came up with a little note which he handed to me,13836,Amulya,person
